,ID,Text,Sub-task A,Sub-task B,en_translation
3302,C68.81,কুকুরের লেজ কোনোদিন সোজা হয় না,CAG,NGEN,Dog trail is never straight
3303,C59.1105,Tnx dada bolar jonno,NAG,NGEN,Tenaksa grandfather to tell
3304,C59.998,"Uni a ge theke sob janten
Ba Ranu di ba",NAG,NGEN,He knew from the gay or the or Ranu
3305,C45.306,Kothay eta,NAG,NGEN,Where ETA
3306,C59.1380,Dada great,NAG,NGEN,Dada great
3307,C68.544,"Darun dilen dada, dhanyabad",NAG,NGEN,Dada gave great thanks
3308,C68.975,Thi,NAG,NGEN,exam
3309,C45.289.2,Aar tomader deshi nei bujhi. Jeno soti sabitri. Beshi nyakamo korona,CAG,GEN,Do not you and your local. Sati Savitri talks. Do more than flirt
3310,C59.2167,খুব ভালো লাগছে,NAG,NGEN,I'm so excited
3311,C59.1755,Right.bondu...,NAG,NGEN,Right.bondu...
3312,C59.629,"DARUN BHAI DILE TUMI""",NAG,NGEN,"If you're a great brother """
3313,C45.346,"যাকে খানকি বলছিস সে তোর গাঁড়ে লাঠি মারেনি তোর ভাগ্য ভালো...খানকির ছেলে অভাবে
যারা কাজ করে তাদের খেতে তো দিবি না তাদের সম্মান নষ্ট করছিস মা চোদাতে??",OAG,GEN,"I suppose she has ever gunned down gamre staff that slut slut you good luck ... In the absence of those who work do not eat, so are they doing wasting their respect codate mother ??"
3314,C59.2000,Ha ha ha ha ha,NAG,NGEN,Ha ha ha ha ha
3315,C59.896,Yes aye attachar bhandha koro 🤯😠,NAG,NGEN,SA Attachar Bnda Koro
3316,C61.1571,Vagina. Balta,CAG,GEN,Vagina. Balta
3317,C61.1943,দেখছি আপনার ওরনা নেই,CAG,GEN,You do not see your scarf
3318,C68.1183,khub valo kotha bolle dada puro sorti kotha,NAG,NGEN,Grandfather speaks very well about the whole sarati
3319,C59.2033,Thanks bai thanks,NAG,NGEN,Thanks bai thanks
3320,C68.92,"বেশ কিছু দু'পেয়ে জীব খুবই কৃতঘ্ন। যখন বিপন্ন অবস্থায় থাকে তখন রূপ একরকম।
বিপন্মুক্ত হবার সাথে সাথে অসুর রূপে আত্মপ্রকাশ করে।",CAG,NGEN,Dupeye some very ungrateful creature. When the danger is the same shape. With the giant emerged as being safe.
3321,C68.1213,"আপনি রানুর পিছনে কেন লাগলেন ?রানুর prativa ছিল বলেই আজ ওএইযায়গায় আসতে পেরেছে,
ভাবতে হবে আমাদের সমাজ ব্যবস্থার চরম অবস্থার জন্য এতদিন তার প্রতিভা চাপা ছিল
।রানাঘাটের chakrabarty এবংতার আরো কিছু বন্ধুর সহযোগিতায় রানুর প্রকাশ ঘটেছে
।অন্য দিকে কথায় কিছু অসংলগ্ন ?এটা কটাক্ষ করা অমানবিক! কিছু কুচুটে লোকের অসৎ
উদ্দেশ্য চরিতার্থ করার জন্য আপনি ভিডিও প্রচার করে যাওয়া থেকে বিরত থাকার অনুরোধ
করছি ।ভালো থাকুন ।",CAG,NGEN,"Amanullah's why you went back? Amanullah was prativa because I have been able to oeiyayagaya, to think of the extreme conditions in our society for a long time, his talent was suppressed with the help of some friends ranaghatera chakrabarty ebantara Amanullah also has expressed some incoherent words to anya? Squint it is inhuman ! Some intriguing people of evil intent in order to satisfy the urge you to refrain from going to the video promotes bhalo stay."
3322,C59.54,khub khub valo,NAG,NGEN,Very good
3323,C68.783,"Bnorar goli moktur mala .mani na khokno. Rastyr foker tasty lathe Mara bosea
dha dhor Kat.",CAG,NGEN,Banoraara not kiddie mani pearl string around his neck. Tasati kicked over on the roads phokera much.
3324,C44.349.5,"@হিয়াশা জামান হীর পাগল ও নয় পাগল আপনি নিজে কারন সত্যি কথা টা মেনে নেওয়ার
শক্তি নেই। আমি নিজে এক জন হিন্দু হয়ে কোরন পরেছি আর সত্যি এগুলি লেখা আছে তাহলে
কি আপনাদের কোরান মিথ্যা।",NAG,NGEN,"@ Hiyasa Zaman hira is crazy and mad, you do not have to accept it because it's the truth. I'm korana become a Hindu if you are written in the Koran, and they are really false."
3325,C59.1016,Ekdom thik bola6o bro,NAG,NGEN,Exactly blah 6 and Bro
3326,C59.60,Thik ak dam thik,NAG,NGEN,One price is right
3327,C68.1287,Yes ranu Mandal pagol pagol,CAG,NGEN,Ranu yesa collar crazy crazy
3328,C45.283,"Khanki shobdo ta use kore khub vul korlen
Apni je ekjon pakka khankir chele tar porichoy apnar Swavabei bujhlam.
Prithibir eto jayga chhere Jouno polli te je jay se koto vodro seta Jana ache",OAG,GEN,Khanki shobdo ta use kore khub vul korlen Apni je ekjon pakka khankir chele tar porichoy apnar Swavabei bujhlam. Prithibir eto jayga chhere Jouno polli te je jay se koto vodro seta Jana ache
3329,C59.2344,Bikere Pagli,CAG,NGEN,One of Kerem Paglen
3330,C67.6,"আচ্ছা আমি মানলাম নাসির ভায়ের দোষ আছে । কিন্তু আপনি আপু কেমন মেয়ে যে প্রেমের
14 দিনের মাথায় চুদতে দেন। আসলে আপনার মতো মেয়ের গুদে ধোন দিয়ে কিছু হয় না ।",CAG,GEN,"Well, I have to obey Nasir Brothers fault. What kind of girl that you love, but she was cudate 14 days. In fact, like your daughter does not do anything with mature cock."
3331,C68.1241,Akdom tik khatha bolecen dada,NAG,NGEN,Figures tick Katha Bolesn grandfather
3332,C68.228,কারেট,NAG,NGEN,Turns on Caret
3333,C44.297.3,@Pratik Chowdhury আছে কি নেই সেটা কমেন্ট করা র সময় খরচ দেখে বুঝলাম 😅,NAG,NGEN,"@Pratik Chowdhury does not have time to comment on it, I could see spending"
3334,C61.1322,Khanki tui ke officher chilis nki,OAG,GEN,Are you a slut aphphicera cilisa
3335,C68.62,"ট্রেনের কামরায় রানু মন্ডলের মত অনেক গায়িকা ট্রেনের কামরায় ভিক্ষা করতে দেখা
যায় ।",NAG,NGEN,Ranu mandala train compartment of the train compartment as the singer was seen begging.
3336,C45.470,Vai amar bari sonarpur,NAG,NGEN,"Brother, my house Sonarpur"
3337,C59.837,Ekdom thik Bhai ✌️,NAG,NGEN,Ekdom thik Bhai ️
3338,C59.2057,ba ranu di ba,CAG,NGEN,If the muffled
3339,C68.454,"Manus jato safollo pay,namrota tatoi besi hoy.but seta to or blood e nei.ei
karonei bale bangso porichy.setai to or me sikheche.tai bhikhiri ma ke dekheni
r celebrity ma ke jorie photo post koreche",CAG,NGEN,"Manus jato safollo pay, namrota tatoi besi hoy.but seta to or blood e nei.ei karonei bale bangso porichy.setai to or me sikheche.tai bhikhiri ma ke dekheni r celebrity ma ke jorie photo post koreche"
3340,C45.790,"Bokachoda ora pater jalai kora.. bokachoda.
Tor kaj nai randi bachha",NAG,GEN,.. to burn abdominal evil evil person. Your job is not to eliminate Randy
3341,C65.73,এতো গ্রাম্য বেশ্যা...,OAG,GEN,The village whore ...
3342,C46.151,Dhorshokder fanshi chai,NAG,NGEN,Rapists would be hanged
3343,C68.606,"Aamar badanr singar
Sauooo",NAG,NGEN,Singer My Enhancing sauooo
3344,C68.802,Une pore valo kotha bolben ?,NAG,NGEN,Later he would like?
3345,C59.840,Thik bolecho cine baap,NAG,NGEN,Right Cine father
3346,C45.695,[1:42](https://www.youtube.com/watch?v=M6XA6XXt-8Y&t=1m42s) sei chilo,NAG,NGEN,[1:42](https://www.youtube.com/watch?v=M6XA6XXt-8Y&t=1m42s) sei chilo
3347,C59.1078,Not ranu and ganu,NAG,NGEN,Not ranu and ganu
3348,C59.1150,🤪🤪🤪🤪🤪🤪🤪🤪,NAG,NGEN,
3349,C59.2196,😅😅😅😅😅😅😂😂😂😂😂😂😂😃😃😃😃😃😃😃😃😆😆😆😆😆😆😆😆😆😆😁😁😁😁😁😁😁😁,NAG,NGEN,
3350,C59.677,"naker sure gaan korlei himesh chance debei.............himesh jamon kichu
bojhe na gaan er temni bokbas maal gulo k chance debe......",CAG,NGEN,naker sure gaan korlei himesh chance debei ............. himesh jamon kichu bojhe na gaan er temni bokbas maal gulo k chance debe ......
3351,C59.88,"Tomar channel a ami eke bare notun....kotha gulo sune khub moja pelam😁....and
sob kota kotha ekdom thik😀....arooo notun videor apekkhaii thakbo.....R
comments gulo to just...😅😅😅😃😃😃",NAG,NGEN,Tomar channel a ami eke bare notun .... kotha gulo sune khub moja pelam .... and sob kota kotha ekdom thik .... arooo notun videor apekkhaii thakbo ..... R comments gulo to just ...
3352,C45.416,Ata kothay,NAG,NGEN,Where is it
3353,C59.217,%%%,NAG,NGEN,%%%
3354,C45.175,Pagol choda a sob video koris keno.peter kosto te Ora Aram kor che.,OAG,NGEN,The person on the video clip Crazy Chris kenapitara parents Che comfort.
3355,C62.68,ভন্ড এবং ফাজিল,OAG,NGEN,Hypocrite and talkative
3356,C59.867,শালির ঘররে শালি ফকন্নি,OAG,NGEN,Sisters in law's house phakinni sisters in law
3357,C55.109,"Eta ki sotti hoye6e bissas hoy na
Eerokom magi jodi aamar hoto sali ke du dine soja kore ditam",OAG,GEN,"This is the 6th bisasasa really is not such a cunt two days straight in my hand, who would Sali"
3358,C44.164.4,@Surajit Chakraborty Ata to Toder kahini Hindur bachcha,NAG,NGEN,It's a story Hindu children with you Chakraborty @ surajit
3359,C46.170.1,Thik,NAG,NGEN,Right
3360,C45.326,এটা কোন জায়গায়...???,NAG,NGEN,It's no place ... ???
3361,C46.201,"jara meya jatikay somman ditay paray na tara konodin urdhay uthay paray na.
prachin kalthekay Greece aar Rome eay meyeder somman ditay bolay ei sob desh
saktisali hoeay uthay chilo",NAG,GEN,jara meya jatikay somman ditay paray na tara konodin urdhay uthay paray na. prachin kalthekay Greece aar Rome eay meyeder somman ditay bolay ei sob desh saktisali hoeay uthay chilo
3362,C68.172.1,দাদা আমার মনের কথা বলেছিলেন,NAG,NGEN,Grandfather spoke my mind
3363,C59.1688,Videor title dekhe like karlam,NAG,NGEN,I like to see the title of the video
3364,C45.30,Sala tui kapurus.madddarchod,OAG,GEN,You shed kapurusamadadadaracoda
3365,C61.1818,রেন্ডি,OAG,GEN,Rendi
3366,C62.318,হিন্দু তুই মাগি,OAG,GEN,Hindu You cunt
3367,C66.39.1,বোন.. এগুলা তো ওপেন সিক্রেট।,NAG,NGEN,Sister .. these are an open secret.
3368,C68.1341.1,Mudi jemon Ranu temon... Bortoman Bharoter etai niom!,CAG,NGEN,"... India is the rule, such as grocery Ranu!"
3369,C46.223,ei aporad er ektai saja.pokase fasi daya,NAG,NGEN,This is one of the crime were executed sajapakse
3370,C59.848,রানু দার গান শুনলে আমার আঙ্গু পায়😦😭😭,OAG,NGEN,Ranu Dar music gets heard my finger
3371,C66.61.1,"@md rony
😊",NAG,NGEN,@md rony
3372,C59.1876,"শুনুন মূর্খের অশেষ দোষ কিচ্ছু করার নেই শিক্ষিত বোঝে ইঙ্গিতে আর মূর্খ বোঝে
কিলে. কোকিল তো দেখতে কালো কিন্তু কোকিল কি সুন্দর দেখতে ওকি ময়ূরের পাখনা
লাগালে ময়ূর হয়ে যাবে না কিন্তু কণ্ঠস্বর খুবই ভালো যার জায়গা যেটা.",CAG,NGEN,"Listen to the fool, there is nothing wrong with endless educated and understand the signs fool kile understand. Cuckoo cuckoo in the dark, but do not be nice to see, but the voice of Oki Peacock Peacock Fins and plugging it in, which is very good."
3373,C59.1800,ও জানত না ও কি। ও আমার চেট। মাগি একটা,OAG,GEN,And did not know what. Chet and me. A cunt
3374,C68.150,Bhikhari ekta bhikhari e thakbe,CAG,NGEN,Beggars Acta Bhikhari e Tkbe
3375,C65.389,"বাংলা ছবির বদনাম তোরাই আমার মনে হয় না পরীমনি নায়িকা হওয়ার পরে সিনেমা হলে
গিয়ে পরিমনির একটা ছবি দেখছি এমনকি ইউটিউব ফেসবুকেও না লাগলে বাংলা ছবি দেখবে না",CAG,NGEN,EMPTY
3376,C59.181,এই গুধের বেটা তোর কি,OAG,GEN,This is what I gudhera Beta
3377,C61.1188,"খানকির মাগী অতো অহংকার ভালো না,,,",OAG,GEN,"Prostitute slut pride is not good enough ,,,"
3378,C68.699,O ekta khapachudi,OAG,NGEN,And a khapacuri
3379,C68.181,Asikhito celebrate mahila,OAG,NGEN,Asikhito Celebrate mahila
3380,C45.589,Madarchud randi,OAG,GEN,Come madarcudi
3381,C59.52,বা রানু দি বা,NAG,NGEN,Or the or Ranu
3382,C68.427,O k vairal korai boro bull,CAG,NGEN,"A big mistake, and viral"
3383,C44.336.2,tai na bote,NAG,NGEN,It is not so
3384,C68.871,Are vai oi to pagli,CAG,NGEN,Are going to hi Pagli
3385,C45.79,এই জাগার নাম কি,NAG,NGEN,What is the name of this place
3386,C59.1910,Tomay support korlam Bhai.,NAG,NGEN,I support my brother.
3387,C44.123,"একটা ফালতু সিদ্বান্ত কখনো ভাল পরিনতি ডেকে আনেনা,,এইসব পাগলামি ছাগলামি ছাড়া আর
কিছুই নয়",NAG,NGEN,"Well never mind the consequences of a disaster called ,, anena insanity is nothing more than chagalami"
3388,C59.416,ওনাকে গুদ মার,OAG,GEN,Licking her pussy
3389,C59.707,Ranu r panu dutokei banned kore deoa uchit,CAG,NGEN,Canine r panu ranu dutokei banned deoa free
3390,C59.908,Thik bolechen apni...👍👍,NAG,NGEN,You just said ...
3391,C59.1624,Sotti thik bolecho😅 ami tomar khub boro fan mrinmoy,NAG,NGEN,I am a very big fan of true clay Right
3392,C68.640,Akdom Sotti kotha bolacho bhai,NAG,NGEN,I'm really talking about brother
3393,C59.286,Sera dada sera 😍😍,NAG,NGEN,Dada will be
3394,C68.1334,Ak dom thik bolechen,NAG,NGEN,One just said Dom
3395,C68.223,জুতো মারার ভিডিও টা কোথায় বা দাদা বলেছেন সেই ভিডিও টাই বা কোথায়,NAG,NGEN,Dada Footwear Moments video where the tie or where the video
3396,C44.117.1,Hindu dhorme eta Mene neya hoy Na,NAG,NGEN,Hinduism does not accept ETA
3397,C59.1286,"dada. amie. Bangladesh theke. bolteci. apnar. boro. fan. hoye. gelam. dada.
kuv. valo. hoyce.",NAG,NGEN,Grandfather. I am. From Bangladesh. Balatesi. Your. Boro. Fan. The. I went. Grandfather. Too. Good. Happened.
